,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Business, Net",Purchase/Acquisition of Business,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Repayments for Long Term Debt,Proceeds from Issuance of Long Term Debt,Cash Dividends and Interest Paid,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Highest Stock Price,-9.756122775088577e-05,0.006771126699449533,0.032179379636123114,-0.03132029185303564,0.025082666930991926,0.007415263073268391,-0.08760321286017919,-0.07957085183931219,0.06293083103764266,0.022053039209977147,0.014460704255349708,0.0009019097373381239,0.000355245573136642,0.009394695457565267,0.0561869778022265,0.01140087748570241,-0.0022783075492679543,0.0016402495505976108,0.0115983090989404,0.032580333368734796,0.020351913241686777,0.02196744338568773,0.018604112640337615,0.0153084034749034,0.0048394590731542534,0.012152918002988846,0.006231738565555183,-0.00736494347843107,0.02916848128267247,0.03722761741077106,0.022084617662655404,0.1080891127219634,0.015535128615316522,0.01758828986099216,0.008234806507210403,0.0032799974096239934,0.0035559593734160143,0.017080517218433563,0.03242285749013862,0.0508951474322692,0.048765533481823164,0.0020351083143315737,0.037362238544697335,0.0019509359109930093,0.07836150140853505,0.07882911374319684,-0.0026810320210506325,-0.02315833817413971,0.11041284746783872,-0.019015544410379843,0.0470853955986041,0.004249304458373075,0.06408877661433157,0.03312348248502801,-0.04465711856536,0.022953291056348385,0.046445856178047584,0.10684524361517093,-0.04367245177906326,-0.06154777148589873,0.010425133967986616,0.0007762195699101615,0.02519869556300738,-0.03681723711056249
Lowest Stock Price,0.028967759506273366,0.023157491000772135,0.03853629508148135,0.015416027897688634,0.014000721825305918,0.00017365627444036486,-0.09352484249775438,-0.07272129539111173,0.049058229063742985,0.040415585450518786,-0.0015225353855878843,0.03568117798428133,0.016395333940350046,0.036719229081818815,0.04238065555361586,-0.0018699359866115829,-0.0076770241108598085,-0.004068693603447165,0.0050296760531410335,0.03308477295983575,0.01149604064952513,0.015010032143735162,0.02060172975663095,0.012852447427923424,0.017522219399276406,0.01987975798421878,0.005048343466883284,-0.002967143144576208,0.015068689792883387,0.010247443096972618,0.04596983538382666,0.06669763052867726,0.018930521581341692,0.008980017802542557,-0.008224651819983051,-0.008004463601702014,-0.009026394712428464,0.013851674694952115,0.040347417749480544,0.046241566975375195,0.03600205213467475,0.0029616124995772027,0.04305125614584046,0.007409255938066154,0.0988933716611345,0.0990867496989419,-0.009564572089114336,-0.08040948550458858,0.13663369747374807,0.08666665811885811,0.03720244554710113,0.025938535272684762,0.05639403791721305,0.03439021238530104,0.029570142268692905,0.033524816065444135,0.06720967412034706,0.13461062412036812,-0.044525120303588225,-0.05679768420012035,0.01180159686959434,-0.019322900208576823,0.01554357896275113,-0.013082276410651556
Shares Buyback Ratio %,0.09039917853400758,0.06416308089703956,0.160327390665194,0.11039073157229307,0.039178178258742764,0.040550549789149196,0.018832358643325463,0.002954558783169384,0.14003231240573177,0.08487386933301816,0.005893091105118594,0.08660785413561291,0.0630593980054821,0.08091762277225716,0.08494907015468135,-0.01190047364627201,-0.007277125597899571,-0.007557250245562785,0.0065123583349723305,0.06749510568863391,0.0530141435193771,-0.004812165966925503,0.05158343855648492,-0.024489501604852262,0.03032781051283947,0.029552392043172,0.004192246103730989,0.012282508485909435,0.0038559386388348806,0.009202914741512011,0.11014274624898147,0.10074590598334057,0.04089097030813822,0.038042392077130546,0.026557579109563047,0.018919725527216165,0.021564222550583535,0.016218378718576038,0.03763588225228177,-0.02629343453617597,-0.00956460609550843,0.06253819814644182,0.14898174919553883,0.010156650586735145,0.1305619761234545,0.15332190232285497,0.09135347756158178,0.04524839031004647,0.15250708579146524,0.14886617858676138,0.0519744291778442,0.05678713354503608,0.087977919511043,0.08961579494916638,0.08788868613647739,0.028322151962660268,0.07487055069437863,0.16617179037868643,0.08057908347741899,-0.005754820041791043,0.050710370458637966,0.022455086072653355,0.01778469381781674,0.09866116120194643
Buyback Yield %,-0.05844190933504118,-0.05952727810179843,-0.046802418185350914,-0.05912840739020471,0.0016708428797231156,0.0025032885335122823,-0.05614155722903121,-0.05320793767102173,-0.041104975608502986,-0.002621586123971817,-0.04640395504369538,-0.05844190933504118,-0.05952727810179843,-0.056146988653970574,-0.08956660800055434,0.02188965492175395,0.01690001635027851,0.014259504869803347,0.017023184039303287,-0.021250497646449953,-0.003066727061941322,-0.06146024244084442,-0.0017802635749801024,0.09138508280888177,-0.03174924137565419,0.041500912206341695,0.03936426700079159,-0.04458321917019818,-0.029464282388364196,-0.015271815280393633,-0.031230307783441477,-0.05327150776355988,-0.0390768514341632,-0.04503410940153172,0.06554146541940209,0.058682344417267725,0.04103252739355614,0.003173881340466763,-0.022129796060471177,-0.06508658474317394,-0.06128417050384734,-0.03655399009419538,-0.04277679947931252,-0.033371739106810114,-0.04813253614191131,-0.05794623751771772,0.11260689246841218,0.02215231423553316,0.03756526870084074,-0.11030277987949239,-0.058054653502254486,-0.05763581922087286,-0.025612112736757855,-0.0599653241022355,-0.08855507204964644,-0.005515470982039411,0.013929048890706189,-0.07973990079738842,-0.028230546130456405,0.015563385755412279,-0.035722598621657296,0.031593643269630656,-0.013458991029339604,-0.0990743615257431
YoY Rev. per Sh. Growth,-0.0523587807736394,-0.03295260352244573,-0.010679610507516087,-0.019157039171104527,0.04308980977480205,0.030944347116515922,0.026553286108107792,0.054156024487528404,-0.0036174282471197645,-0.034769148615824585,-0.0042287125819043935,-0.04633380617179271,-0.03278826127164306,-0.020821430624802365,-0.012217766166944248,0.013374723976492454,0.004231450950153465,0.006712446765318936,0.014284573811313803,0.03992720171963674,0.04439571556578013,0.01268432605559551,0.04249308189138816,0.011849923362401106,0.024611136976585138,0.045187696722635326,0.03921003899577312,0.01941325362048664,0.033579276656581766,0.021436143335779822,-0.021472255297130052,-0.02827776990980884,0.0303932494588517,0.019190814770327386,0.011695727512291115,0.012665459516245068,0.0008304336793869315,0.027219934403664017,0.04757364712124645,0.07166387692955392,0.06623285597723771,0.07903980355472784,0.007769486854314238,0.02562449016944094,-0.02230595722895396,-0.023841271814386028,-0.001601124376617765,0.028168923783983665,-0.031115927671084693,0.010480339739114837,0.0811297010820356,0.05814539365122351,-0.009660089366306319,0.00974689501884281,-0.01881808540630721,0.054648941980622256,-0.0212719766494447,0.03800876884057323,-0.024005522954279407,-0.01675662569747611,0.028777247494760762,-0.004123864029370485,0.012671844743789714,-0.01903422833918547
YoY EPS Growth,-0.03487644834592123,-0.03888090645174534,-0.018923187302046916,-0.012626041298295799,0.00277045129839034,0.013723285412885507,0.07647648709451972,0.04642483882875099,-0.016453434000634943,-0.015868188483517346,-0.021257579162028594,-0.03487644834592123,-0.03921249690851033,-0.028278442475377218,-0.02893410920799186,-0.019424116541537424,-0.031106625706697,-0.031846386335010766,-0.027142643203511826,-0.02028312477690179,-0.017166077763241923,-0.0215669225918511,-0.01800237742268629,-0.021296306171308628,-0.02892636464780219,0.0033547819943425547,-0.011651449570832828,-0.028790066654187603,0.014560364070096048,-0.004561538898503066,-0.019225726178982397,-0.015564629131712884,0.008789481404810201,0.003022995847020913,-0.02867053250163685,-0.024900752847496013,-0.022098820614509615,-0.023535007757109108,0.0040921700384033526,0.07167830648422634,0.06262935800687994,-0.03283598606038071,-0.004852093287314583,-0.02354952994928164,-0.007855098317797373,-0.011221066477734788,-0.030745036066461937,0.10590491828287622,-0.027228344484923367,-0.024787277452484612,-0.01862728209208087,-0.022480111231733938,-0.011180013034582652,-0.014019494812410322,-0.03434286714354042,0.02928933791857196,-0.022111298223349764,0.011943937618196267,-0.025649486331121164,-0.01868795711924478,0.005424971513475813,-0.033660514839889875,-0.008514495246295758,-0.028387954952128827
YoY EBITDA Growth,-0.031147322222140332,-0.035916259814237794,-0.021322961647939807,-0.008102764453244286,-0.012580529702256196,0.012820215350833341,0.07428137273699632,0.03806423259120255,-0.005179158878971432,-0.02159011953418656,-0.016516225279830363,-0.029350585670967506,-0.03733851999701039,-0.03149775064190872,-0.036302671039322214,-0.020894017068732618,-0.03482414121537817,-0.032636306449024106,-0.02899991965526709,-0.01857791835060915,-0.020312298797477694,-0.021823531243726508,-0.01712393683204107,-0.027319528759990323,-0.0404251268005004,-0.012736414114045358,-0.018089322384128147,-0.04049821686367989,0.011568601987893517,-0.0014200201338596032,-0.018102029377207528,-0.012686742606401763,-0.00515946838590921,-0.01608361241259975,-0.025047945495446252,-0.009801117426979193,-0.022048395786969897,-0.005274431919938511,0.013076652795596243,0.06648368845295315,0.06436384906162049,-0.016820858344227654,0.006608986840356025,-0.024113702244190162,-0.015743330958679934,-0.008143497757950764,-0.02652125329767141,0.1032020513132406,-0.02567155030917965,-0.023405059247175602,0.004565336943781433,0.000568360085282768,0.005575436233302733,-0.003508622012787874,-0.02908200410874371,0.039235322297692124,-0.022662064113585415,0.015737992470805897,-0.020160638669890988,-0.018762406019285586,-0.00751666628312035,-0.024215260658329914,-0.008884922735219177,-0.025718950699400996
5-Year EBITDA Growth Rate,-0.007412440288428558,-0.004968715706072607,0.07039744521167578,0.023183066527278567,0.03996181537765562,0.010597012769221016,-0.019975756427477058,-0.025938238316285594,0.08735715194049372,-0.024750768898518044,0.017949481864154033,-0.00769742319397132,-0.009318693027225787,-0.0018269962287969592,-0.015913149966800405,0.00467332393023374,0.0010509306856754989,0.002224119585394315,0.005064664874912476,0.011020029825453883,0.008691291790003993,0.005770144813415963,0.006194700206983356,0.01820751609933937,0.01063569225144875,0.016619631966350478,0.01612917263495807,-0.007219001539085981,0.0259052978845727,-0.01980931725392285,-0.0020560365963529044,0.08262410360875982,0.02151856716628793,0.021523082338187543,-0.0035307338936218704,-0.0038797450903119974,-0.00819208056175487,0.015041895476037742,0.02267260292390756,0.03452708146856292,0.03732174163316275,0.06605782655262385,0.07555155009876664,-0.004548482620553851,0.030961486104706944,0.04316499535659967,-0.010805696913036322,0.02821611188058916,-0.009635145775777993,-0.002962874069750652,0.04974466792907345,0.053122593382218156,0.03302706906435508,0.03139715714430581,-0.007813741651674453,0.038142459275219115,-0.0013677367044157163,0.019883518541807716,-0.02031176284979892,-0.045683921064333076,0.03212553279190828,-0.004700193843675308,-0.004300152415164364,-0.01748465366159838
Shares Outstanding (Basic Average),0.019921809022302797,0.010982567903061038,0.02916389279704647,0.044737970970954145,0.027748268204824827,0.036725663255551634,0.050157044595039786,0.04865909145466225,0.04438875684621354,0.00967393351162549,0.04837447947024714,0.027545945999300624,0.013849500081066377,0.025677603303587766,0.02010203178305174,0.03742849505914009,0.03795662003889362,0.03734535055571151,0.038046285018647034,0.028726014220419184,-0.006399722878264277,0.019403749844501574,-0.0033698959031117194,0.029633570164207527,0.0034395765391624583,0.03564217783927343,0.03227593644533992,-0.0037679526749051016,0.036982325575876704,-0.0020369356560034353,0.041709477072333176,0.01310902026802786,0.03435567961634193,0.028817510549654944,0.017714388146597905,0.021220709631163397,0.012886386584566527,-0.011043275319748913,0.06061008109171818,0.0250204679262388,0.0096745526598577,0.024233928308766205,0.01501488118929035,0.01330563103153093,0.05478171568651795,0.0553681038364128,0.007823803252517834,0.01825741030362288,0.023311265212284327,0.04529156729032959,0.05482771800324654,0.038439067449917944,0.04170642783160219,0.03689357277712939,0.01899501363939682,0.015295418549302584,0.04111857979935853,0.052755536260212545,0.027021752841388105,0.014041690556529911,0.022236465156288163,0.03056707624542416,0.0005471194919611407,0.019456802734978608
Shares Outstanding (EOP),0.018524775441406745,0.02329698058282155,0.035886135709044406,0.05590296863975197,0.03622360509888548,0.029928194310537705,0.10892702506374717,0.13785280789901072,0.039284829131599565,0.028337831513594713,0.05068575873895814,0.02876140175883569,0.018390256401143657,0.0303554675889317,0.009226156728361135,0.044403110920889895,0.041730860496464635,0.05440611793747003,0.039154565267894625,0.03514065605509179,0.024599650376542773,0.08031873482918564,0.033642557767177395,0.04424318705412951,0.02283680373656462,0.044905730001794666,0.05953698501959812,0.013796408108166179,0.03916735195985239,0.041998643140549526,0.05819624918457634,0.0010436373665884046,0.06593111277074121,0.07149066785464663,0.04548838616979923,0.04806584745555866,0.04092703431976656,0.006513128067047225,0.05105372520009946,0.040681760485162664,0.031272902079282114,0.024246102842824944,0.025332080832813506,0.021213893168827457,0.015045612427570316,0.011133115194403704,0.03239286310388929,0.0476527341869316,0.01788923324421761,0.03839743514167921,0.07803446928636909,0.06907526077632996,0.006492572590636415,0.00691418654690544,0.014482463251058016,0.00374384778911161,0.042041729522296775,0.0622890074410459,0.028309266556309505,0.009337330328627956,0.021806341247983738,0.05422585268422421,0.0410531524235944,0.014764581781699824
Beta,-0.018968716706211305,-0.023168861819400696,0.01953417982601779,0.009890885901974109,-0.03091443149689653,-0.03890021689683799,-0.10801198213111185,-0.10674729919897481,0.01708822385748589,-0.015109108457510423,-0.0783171909209609,-0.018968716706211305,-0.023168861819400696,-0.023235918840380933,0.03174534299152357,-0.04818218350003586,-0.05175581143463273,-0.04482476756938196,-0.048872641279205896,0.014496491738818468,0.009720159297037923,-0.08127181999340896,0.02332350155708539,-0.07921875456468554,-0.011401626597431465,-0.01325460278120456,-0.04014117790365128,-0.008488816020079658,-0.0051588756874839615,0.02149893443287749,-0.014887526298978776,0.06807815118046547,-0.05412076929165706,-0.06948183165936679,-0.05649248931246682,-0.056435075908398774,-0.05821432435628639,0.007084500614735582,0.011967085950661826,-0.12812147975330967,-0.12229483899271396,0.013262642858094727,-0.016289294900180936,-0.018244765632430042,0.0765713767678206,0.05649474600750087,-0.03161078691976956,-0.09351923420653269,-9.667020348791411e-05,0.028747269627588595,0.012951309287804491,0.018390126950562958,0.053125342480682444,0.037367713519066904,0.03505998505459822,-0.016648469945436926,-0.01611497869103297,0.06547741381676007,0.06156220577373844,0.0003795668787644059,-0.0025163223605703514,-0.03098458122682274,0.020762579247921586,0.052257770786877544
Filing Date,-0.029211661466191356,-0.025965098731775417,-0.02699642345427341,-0.03191743443533803,-0.023774657305244244,-0.06224765367046274,0.009718634696871137,0.02171137875619891,0.031993906147379694,0.036180010964937385,0.036498152273771074,-0.04095708196889022,-0.03077124647694456,-0.03989284411279165,-0.020638862276307533,-0.025735905854634627,-0.0251789487019361,-0.025198561985316593,-0.0388892970090233,-0.03326832239847102,-0.0855318104116531,0.0002560666480134466,0.005775549785723817,0.016526088556841706,-0.04550963722909417,-0.02658586671044882,-0.03142448190166343,-0.039658290306659544,0.030322371683106298,-0.05876225168628479,0.007049076156341254,0.023679712804975873,-0.019743055466484992,-0.01975466432897175,-0.011481570663162367,0.0010424437175838267,-0.0019152848944179572,-0.06335092307549685,-0.026944320338616802,-0.045286477607161736,-0.03863201885202936,0.0035985154765652942,0.03741133665385578,-0.054970322075967734,0.03019901432611363,0.020009752947696694,-0.030479566068136225,0.017909496603707525,-0.033665753838364045,0.04436500837674572,0.004635992255524663,0.0025428957445549774,0.055052558555444504,0.0624622383875691,0.06324540541017074,0.01951428861153011,0.04051141524839091,-0.051228013683799166,-0.005719074385305929,0.0021170898846999756,-0.03517490585266736,-0.03983323976595562,-0.036949091742262324,0.002111407765186033
Restated Filing Date,-0.04307054561985916,-0.037056406048297394,-0.030085882027388447,-0.01826091238965032,-0.012186104516932894,-0.051838323626141165,-0.00035730813527394447,0.02262063478111862,0.038607749751343096,0.02075238789570299,0.0526897772420022,-0.045860126602214134,-0.043769217117844234,-0.030429209642849772,-0.019285637987145946,-0.009365653605042375,-0.006407677105714381,-0.011085555377845916,-0.010280219063711925,-0.021897721265813384,-0.07996096595778265,0.027290263093333215,0.01928214804226743,0.03272941711141733,-0.034408835342990905,-0.00848350361761192,-0.014285169293020362,-0.031368770932468454,0.038914301109647234,-0.0568357081398271,0.022338891356512066,0.026134503445942613,-0.019397737116851537,-0.01875594377986872,-0.02084355373555373,0.005435464431889273,0.003116051283264074,-0.07405934261270697,-0.04035764970057452,-0.030928968397445723,-0.03364306513745215,0.011111537824360857,0.03251812592185513,-0.05901253235415808,0.02188774630031011,0.016319733831421556,-0.032177471795242774,0.0049549080698462165,-0.037056866763038813,0.04520163256198794,0.008000814066519157,0.006094897706300909,0.0678083294015421,0.06950315175538678,0.06835371232539943,0.011122720538850732,0.04278281735463253,-0.06505620279226403,0.0009345934876607251,0.017913461378699185,-0.030360855459277372,-0.021621972984408978,-0.038677134530043684,0.002705435087168382
