,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Stock-Based Compensation, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Realized Gain/Loss on Disposal/Sale of Investment Properties, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,Cash Dividends and Interest Paid,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Common Stock,-0.011353706651813216,-0.009204782323704029,0.03567900266968979,0.05758137228878072,-0.004065807878515624,-0.004287178192826099,0.11614337745823566,0.005964926150697991,0.02388148988158941,0.007782544878058203,0.030504236979041918,-0.00714434913482263,-0.011756826498351455,0.003668900968174968,0.010103444921471725,0.024545018517195528,0.022173585795138395,0.02361193258152599,0.011188979575328953,0.01386606471823365,0.08832602599670927,0.0212279797488615,0.030429161663934164,-0.0009053899728014301,-0.0011582070356982864,-0.005234643957134656,0.04488777395816386,0.019697466584319145,0.013814545924134355,0.011174636344007805,-0.009222992562672828,0.0016615291657958381,0.042699584382395794,0.055271017499087305,0.027246043852758438,0.04062969001735803,0.008410668050714148,0.01296375316229718,0.02435030184459102,0.02884649746828343,-0.0019065961040883287,0.029792283117614022,0.031242264581898466,0.0375311188454701,-0.00315433406976268,0.0060017391277626545,0.03668293969803326,0.04952199745121893,0.1197691373481731,0.004983994754107485,0.03217802543588244,0.02866761449905002,0.013411433087328305,0.04414174577776064,0.03259361341538689,0.021982656248876672,0.0007158832607207597,0.01852193820253908,0.022680396669638107,0.021428065130531106
Preferred Stock,0.039238926730577654,0.03253392613372684,-0.0035234526842290695,0.04228395512943494,-0.04065041647838569,0.008673783962926764,-0.04542113764293604,-0.03909556346715725,0.008616738426845261,0.010846045329931392,-0.052158532672633276,0.03474168039724388,0.03225186805431511,0.06810826886567997,0.09132962059845448,0.04409170834515723,0.009150284005748759,0.010124194517224638,0.014678935209803864,0.005562655552762337,0.08238005489259856,0.03873505323756946,0.037245701527358836,0.02740910361554558,0.01678364182181509,0.024166185788827732,-0.03673796512969966,-0.003348523274467596,0.006637962800317029,-0.020167010334633133,0.00315208638072946,0.05336495909058726,-0.03175344631283055,-0.014712161718994667,-0.02070717466089758,-0.059540247182664846,-0.0382052592251027,-0.042567210874131324,-0.048894747763202406,-0.008013701384026404,0.1275990118680813,-0.05490126869571645,-0.054303588739588876,-0.05178696457700945,-0.005637382940508008,0.017406337485161145,0.024369926119020842,0.07918078606493908,0.04680562775727606,0.013497184971417373,-0.05583144237096305,-0.05380506074701505,-0.046600499947668766,0.0577392862064678,-0.0381325760107833,-0.04838014274139397,-0.007516152363005369,-0.05284176980341702,0.03171920102919703,0.0026883281291100584
Retained Earnings,-0.01430163596604141,0.0631244574235362,0.10583967161560581,0.039548550884171044,-0.01192181157442421,0.034219864446308916,0.03677509246262302,0.034974129818772966,0.022757238617744768,0.009126575628124963,0.03645026778626054,-0.004092729948088593,0.0646099266209189,0.03404464402141109,0.025911078831141184,0.02671390082820637,-0.013520379618597912,-0.012929351471993818,-0.031476105523097465,0.009937143939933704,0.011303829207922472,0.09284771747626921,0.10197586847687738,0.014980377935882265,0.09155534313349903,0.04673518562478503,0.0758394480627912,0.056991339934200955,0.056484941837803296,0.004358167746019125,-0.02302827226290674,-0.028498480011562605,0.04564512314275906,0.035454565330375346,0.03781934419526894,0.0356600774714697,0.12093071853046422,0.04850785556636538,0.03482294560242706,0.015157178495354166,0.07310923709825236,0.022919497057737843,0.08936024143968033,0.0561946242212049,0.022947035444944974,-0.0028797093714342057,0.03087751802500654,0.03436954040593867,0.03213953529160419,-0.02530804799015715,0.04439705309001813,0.04101663034836203,0.087668085631749,0.06871454188821112,0.04530950449604133,0.042443218712006396,0.0036509951082666896,0.054726268638053466,-0.006394629521959327,0.023937927386868552
Accumulated other comprehensive income (loss),0.08343630138118291,0.07070957334732825,0.0030360382041447736,0.03661965962886188,-0.01875121495284576,0.04135038510747915,-0.015693380439839304,-0.00010396094834743113,-0.013250327600602869,-0.04737770486134596,0.013886376029459085,0.1505022734455254,0.1078232349953951,0.10773590073775878,0.27608353870177854,0.15336729502693128,0.07841049453060929,0.07098261746628198,0.0788357989608212,0.07761216801659276,0.10715939619773017,0.1857632459288706,0.1854482664298916,0.09014183935980258,0.19417043185559388,0.10535577421883996,0.179640144060463,0.06988225726403324,0.07977033382399407,0.06548080315657884,0.04901883097664762,0.04372358336643225,-0.005677293425299383,-0.007356506940907255,0.03804834047550627,0.017067635530497026,0.0570960616894722,0.00620671895534013,-0.016450462426415388,-0.0009205984225891136,0.22397748687765284,0.051414799844024896,0.016668535856589898,0.005174469823860696,0.01886419328169485,0.03416518883007586,-0.05483387180776207,0.009230645109826956,-0.016082297617290485,0.0908114946198326,-0.013921900883187928,-0.012287585741343771,0.045064209478928266,0.10323204375940115,0.0008535479273793921,-0.043570187640069466,-0.006939367262249661,0.001876024212685106,0.06581317450738755,0.04441673736898777
Additional Paid-In Capital,0.011831407451011324,0.00026498824505259005,0.027649903630081244,0.022356890002031986,-0.0028826510584931417,0.0158944271713563,0.07563120357373687,-0.0015876427042579356,0.014059062206338164,0.039145536053655595,0.1020681844057004,0.017399872337619197,-0.006208682606491337,0.09646912830365396,0.03123910807486528,0.03598712842291893,0.005928635546527396,0.013589748539610293,0.010108916290760233,0.023569388472740524,0.06932109846733009,0.10661954333051976,0.060127128636069706,0.01593287609254053,0.0817325148006478,0.019269674698584465,0.021750645878002867,0.006737332788223841,0.014482592781935723,0.04709472072697446,0.0017335426841047948,-0.001414184094574926,0.13425963877026184,0.03667579015679192,0.04136347846286069,0.036986081983071295,0.09935570481572482,0.030799133152611388,0.04006773114816974,0.02508020781404644,0.13531568093635746,0.09263711644241993,0.09205758235301079,0.04997704491330485,0.00815713795406468,0.004536268778162831,0.01308219273228461,0.08228615059751995,0.03117918432767043,0.07053076443879766,0.1041220851752885,0.10261109815052943,0.11913966993019064,0.12677209368677345,0.021401599523517202,0.059710025622102265,0.005047221429079324,0.0367884587419351,0.09776719370403932,0.12524652831350191
Treasury Stock,0.02948693474854061,0.03351800059124884,-0.03190357022290325,0.03615288801581527,-0.004010923512193141,-0.0012864660044031111,-0.05513072959472974,-0.050430136602731386,0.00969554716841106,0.004381724932677801,-0.06169113883475292,0.026438409060466215,0.030728331805078633,0.03142579111115965,0.081883114947163,0.060486876822963706,-0.004187067648985116,-0.0012627203566395687,0.02012871512413392,-0.012876531477794497,0.07546593550981559,0.022134629869291288,0.03835171335259276,0.008320153666010119,0.0167089625640401,0.015174256175621521,-0.03923234985780647,0.0010032139526149502,-0.008251910887912554,-0.009863439815576691,-0.016160743477200035,0.047184707643993476,-0.03023044489018755,-0.03731722963928161,-0.04244743377208245,-0.024844222403443115,-0.050838449452379864,-0.0347950256966619,-0.025974723095196522,-0.05155565663623926,0.11401986412207386,-0.04298881438422672,-0.0664876926699211,-0.050704436479307294,-0.0274419884476906,0.009817499451277897,-0.009360326892179374,0.08578685625321188,0.052198077779358185,0.07336780629025985,-0.07388491015568296,-0.07276827022257638,-0.008134112212974637,0.0700327044778838,-0.06610482405339231,-0.03060732866831442,-0.03315302021183397,-0.07541757275768557,0.008572131896418,-0.021491969291580603
Other Stockholders Equity,-0.00909105761407613,-0.012323380555823443,0.016577000379919046,0.021525566935458963,0.03591684709629024,0.021243315647826364,0.0338942886003252,0.04787327513709292,0.019754209449012454,0.016535046184594192,0.0401126147677311,-0.008113314268200507,-0.006379082727720729,0.0026238472810001323,-0.0050840592544902485,0.04291152572355236,0.018830139864884844,0.024290077457789588,0.002611917235717738,0.06623768056982816,0.10056426251729207,0.03389293113223903,0.024924621139333674,-0.009458607601756264,0.09909418524029094,0.018886191574687076,0.02421477279507487,0.01972352611646789,-0.00012844419318005173,0.06346883566463879,0.03647736000063319,0.0973795917907765,0.02634298638188869,0.015326919425461872,0.043812645959941186,0.013102469921398985,0.029163461423973424,0.05536369586142447,0.025159896989764584,0.03576836065076402,0.039113429389622756,0.03761664401012879,0.010812132391812508,0.03053957370951133,0.04296286211158491,0.035477496022254244,0.0926235962278519,0.07990340146677449,0.07438888890170363,0.11026093166741972,0.029131578799424115,0.02746281182323719,0.08929875032385046,0.08204084185142604,0.04306809861337461,0.013220096049618166,0.03230959803297848,0.04222409048547148,0.02341908865815664,0.02014890170438744
Total Stockholders Equity,0.005643402105596054,0.002396686597830288,0.019290195601191537,0.030745478013131787,0.009401115317617897,0.006881447687304718,0.04897917678253823,0.04272340039068467,0.024561567014600844,0.0238005897071876,0.04603459889215614,0.004818410034175475,-0.0026151667150026547,0.034392986273493686,0.025748305792857883,0.04824039229429053,0.024786238387680865,0.03125775018367089,0.003943767360725334,0.056451627571892364,0.10351654821920879,0.008389364363068953,0.0031210754466482783,0.029085900100534107,0.025994274274691778,0.0231489134329021,0.015352729620530511,0.022409675214647068,0.01124990885859138,0.061129284393776004,0.021047071905339512,0.011079064478522823,0.04328886723482287,0.030382762450911514,0.025450465870596434,0.026981763979156,0.020310288334738913,0.019930095542135262,0.020255870101581107,0.005597466851563138,0.031656610465360606,0.028703296150616914,0.007254893647539564,0.05244864824081633,0.029202351125620474,0.046014292085445344,0.05884897556579936,0.08845067601034182,0.09047433763178052,0.0193948052342114,0.024821703783033635,0.02600288930914261,0.08538229389193723,0.03658400668789441,0.04982806745579831,-0.017022674803513518,0.010048574945368316,0.04570546864217365,0.05439845094835531,0.02244819055874869
Minority Interest,0.02899946656775287,0.004806306528412504,0.03391149229738905,0.028115010195366608,-0.008557615365956624,0.003336287821910701,0.13278328646058882,0.03480083928547749,-0.0005817820171547137,0.0005586963046820747,0.029915280970056902,0.029853853876437,0.017771923596691813,0.03719883179581308,0.03719065468413288,0.04593050315814447,0.00819885564306303,0.017416308474279482,0.01546365813875954,0.006040172119805684,0.008822690197054742,0.0788948681324581,0.050936347338626134,-0.004797900904906678,0.03472533922731196,0.0046612347678482375,0.08702632351038742,0.045914068938965824,0.027383897811559515,0.02474109919617841,0.0026409014794417196,-0.011655365736679864,0.03647829564719491,0.05661801511765106,0.02555613683035086,0.032711447103778775,0.058757579440965026,0.044239216679924344,0.04737604678337586,0.06812361908935202,0.02754396029801178,0.014680941615006911,0.007080098307557079,0.0314295491734526,0.006909472360426895,0.01256223141581803,0.01766619574171193,0.043411328768366626,0.0528151365156875,0.03292916321422249,0.03332153029298714,0.02602112566812893,0.04340144895958238,0.036587850651393125,0.024038164378051605,0.005588936092250325,0.022250959313592812,0.03508429536872198,0.018910773489649618,0.01599980487797298
Total Equity,-0.015893494210604805,-0.009859500676194548,0.011183120547427039,0.02465949579325141,-0.0008414933922763067,-0.006697403715382513,0.043102831438550857,0.0373834983504799,0.016455033971448874,0.017910839380050732,0.016424322320379256,-0.014469023622753185,-0.01510919562529765,0.008305854806977434,-0.00924915477204648,0.03955845732439173,0.02029573288364082,0.02029573288364082,-0.008730883827875433,0.03475629175532439,0.005746539373152893,-0.005304192203498901,-0.011512633979455053,0.011521202983583055,-0.009453629546461676,0.0013993478632473358,-0.0027650824141293895,0.0050707593075262096,0.0020821978738893255,0.05679184531450891,0.012407166450088348,0.023300420934032527,0.027091159836449358,0.026878390310711393,0.011836739779011316,0.006109824537873314,-0.008812836590787885,0.004546714849330041,-0.0037820209641251266,-0.014554346982469504,0.022816822701286953,-0.0017570022136826524,-0.004073792789681084,0.03962706878580283,0.019744226474853147,0.04890184317571293,-0.012753369487268604,0.009279971309423136,0.020970664415817977,-0.005080394381123615,0.005690445047704841,0.0037079669046146363,-0.018147198245814417,0.019218933553672192,0.0431948974081209,-0.003500280654220792,0.0034319371554195335,0.024393735709078084,0.04132845223356671,0.0021445884941823055
Equity-to-Asset.1,0.009869798533639867,0.025182301053405513,0.1293909253353408,0.2061331057150409,0.08931722955827973,0.07512649047140496,0.06285879049229723,0.1013437295036648,0.0044733233369955066,-0.002552640451970959,-0.01676119742915757,0.010752062661241742,0.016578406181337747,0.026296632896178153,0.06507458115485674,0.0876376802954074,0.05148910978144661,0.08332729259319353,0.10703646340616635,0.08680895830413281,0.16455135205810087,0.020688646894514665,0.10477579351869429,0.12551470060446349,0.1058729380778149,0.083152050478688,0.10668212810631349,0.09193929672955911,0.16399005536984712,0.14772209984363402,0.12090214734750851,0.08784092894596598,0.1691162854322923,0.17438405408086302,-0.0071221724836357594,-0.02059969978520461,0.023124257474685245,0.051266283122370866,0.03656509077730166,0.11824798002990325,0.07061867851778754,0.03698492580944459,-0.03143833637117065,0.011792767098252516,0.11071682983863179,0.10646928137273984,0.05483528096657274,0.2867401043962738,0.2348207311191287,0.17078996395032126,0.003022824378551534,-0.0023253513696029895,0.007658045052682345,0.012593147786191507,0.1571770813443546,0.0013677292284487849,0.10667099160441111,0.013657177795273985,0.06651219588382426,-0.028948073209901913
Net Income From Continuing Operations,0.08871887629694078,0.24254025697919093,0.15556300697775768,0.07253887715076085,0.026397466109443646,0.09973902907126388,0.257110027735847,0.020510406609248046,0.024250150167076916,0.03045776823627311,0.13638749810019996,0.080347673406486,0.24935857819315033,0.08052681614085688,0.010266508568371814,0.014010240859543416,0.02496224875309809,0.033284761618520536,0.025538778333966748,0.06367478963664433,0.04286072359547066,0.02229272507008988,0.12179017759664013,0.011332241433574274,0.008723103374491455,0.007323074475290044,0.06127611475355189,0.03182319415076385,0.005769551901262592,0.01884386313156891,0.015303140817232845,0.01163736897488253,0.08530813007845263,0.039143935305627243,0.04248898146601227,0.04403572589906291,0.017383287327270742,0.03004800890503593,0.029734068507850993,0.03796812812839215,0.08556638476306187,0.14459686015893025,0.1348708796291524,0.02968935408119621,0.05164024029830009,0.011114387219095512,0.11226312448395998,0.029358783670957223,0.03635691700884939,0.03600140361491786,0.1459139142826859,0.1426426438812954,0.03283747482847768,0.05735763545982679,0.037201788730555324,0.040568083091780525,0.007101558058762605,0.056342264148955976,0.010445315768471061,0.035581667717476874
"Depreciation, Depletion and Amortization.1",-0.04336161806594585,-0.04579814810800053,0.021432197201695154,-0.0018986558223502883,-0.0009711806091269575,-0.02395349691572491,0.05015853646756229,0.0727266968490375,-0.0024447374857977378,0.005125535847299955,-0.00821846274413095,-0.04261545717978041,-0.04679149626381342,-0.026003407275439094,-0.019725256766791044,-0.015150423455143516,0.5327653205754607,0.30805658228235994,0.25677416532292074,0.1296570056310967,0.010787546846648765,0.002680486568039865,-0.014135430351553988,0.0518355835480692,-0.010523169926636735,0.08344934495903145,-0.020587884986089863,0.04778719641819697,0.04687865693976462,0.07244534990616237,0.09076139697442741,0.003093574278742995,-0.008354862326201164,-0.023085454101575864,-0.013427764812584026,-0.024313414922418453,0.022005787440881375,0.009554125323325216,-0.015083673021972391,0.056200631658091596,0.0001096503824425726,0.0011716586022353205,-0.00036578735432284647,-0.011321803843897887,0.01193317693546256,-0.0022503710481343486,0.0097655307881608,-0.014919605307886165,-0.01647657738534585,-0.04154643140166942,-0.019681892440308695,-0.01882622491546945,0.017513538663044385,0.006844926177124812,0.00669737759658085,0.007021649911343481,-0.005358345978642819,-0.006083686632052626,0.0057703896150957295,0.01487233463926881
  Change In Receivables,-0.023638437703557974,-0.024069733599837734,0.08744735918040017,0.07076218135739608,0.07298298358776012,0.06411148371011767,0.11056191077646974,0.019614247160221296,-0.02636018488122751,-0.011519741284774721,0.08172543161188668,-0.04055237069384031,-0.024627784867261738,-0.010614441962420848,0.05344514171975143,0.0506635220507909,0.06075420673994285,0.06390942183182691,0.03266317377313541,0.06324376002825084,-0.003704365705195889,0.0564208859179381,-0.00392044727121785,0.054616192631588574,0.0558340911686733,0.008922623140671498,0.07922977550658479,0.050292420633466325,0.041951365007843695,0.06405342912236234,0.05452434186377085,-0.01781017021470328,0.09471728148604544,0.08871878632654283,0.14083535948200646,0.22053889077030403,0.07432911738701675,0.07610590661522344,0.07610590661522344,0.09881135984759341,0.04781513537662433,-0.022059276748727374,-0.007558606387204221,0.01623430968208085,-0.01928027239674231,-0.008469109548728681,0.0023283070308272357,-0.0006311166776012764,0.006873381512775743,-0.02366693146610994,0.0037372190553518377,-0.0006461559160727132,0.04169303644549371,0.023773184662788504,0.054180287088978415,0.06372303069790082,0.08251861133350027,0.06303975873252418,0.013264246012348498,0.05702513583483454
