,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Cash Dividends and Interest Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
YoY EPS Growth,-0.013269493547908172,-0.017531051358507264,-0.036803043960163345,-0.012412446227585833,0.006774680700449875,-0.006973224432697655,0.0449224216157483,-0.028564932262453976,-0.03206968230114868,-0.012977972556951274,-0.041190300475708055,-0.013269493547908172,-0.018063717103748198,-0.02036154325959052,-0.02246942828214111,-0.0083802881177102,-0.023066260690167643,-0.024450870582857564,-0.013719434475113253,-0.008948725993605775,-0.050087999387563156,-0.0342297817569565,-0.03157214130891502,-0.024848116608740714,0.00012832993594606235,-0.017796751380179013,0.009416762889774862,-0.011946240509143499,-0.02064752720779383,-0.0064669026065002425,0.017855083946415436,-0.03696128339367826,-0.04276092735100778,-0.043349391240992824,-0.04143877700306163,-0.028057399513553037,-0.02926889226623941,-0.009610020408754156,-0.029398562422593935,-0.039231326756340196,-0.018137184827407143,-0.00666769937321782,-0.03758615361819172,-0.02962536889188887,0.09266169348005085,-0.005785156998296978,-0.01667452281171172,-0.021499664062182233,0.0037994427542590455,5.483109834306327e-05,0.028808176166868128,-0.0035789065465449263,-0.020369609215229113,0.002299749480280178,0.022956356711448148,-0.03137648304705025,-0.01730645096130342,-0.008081508735546222,-0.031766641648965255,-0.008514495246295758,-0.025329534771789654
YoY EBITDA Growth,-0.010001640339370569,-0.01623705254799647,-0.033989829694229506,-0.008579996582338375,0.0008547537589019467,-0.011844053249087598,0.061061925563396534,-0.026800186632749905,-0.029227287301596107,-0.02305594086976219,-0.033746959580702104,-0.004444254811116215,-0.017659312730769074,-0.021076099405718,-0.030469382573823506,-0.009949956227193902,-0.030867672029609446,-0.028679837263255386,-0.023707001495863512,-0.01780216618732613,-0.050318659276133354,-0.02859468900469386,-0.02920452137528754,-0.030789333723776173,-0.018124196300290094,-0.024083654545623126,0.009597376012187396,-0.012517436027878415,-0.009464660254018133,-0.008568663082721382,0.004990257578796682,-0.03653845000985996,-0.046610769803635176,-0.04381670766727859,-0.030986514936946385,-0.05074700530300673,-0.005504119758207029,0.0022167996919363097,-0.012118935423447922,-0.016522827199235677,-0.01125647831928524,0.004265090768968322,-0.03294712085120824,-0.025767840390074064,0.09009788015778297,0.0066097217007863385,-0.011357594162998662,-0.014184080490002669,0.0254716068740282,0.015799347918500833,0.037260231410519117,-0.0022639994534128854,-0.023101310585183894,0.004071363151500634,0.023842536654328367,-0.023020491223394654,-0.02344732370523863,-0.02207316527010334,-0.028761176379492707,-0.008884922735219177,-0.02854759070877179
5-Year EBITDA Growth Rate,-0.00582961333288243,-0.0033169083793478894,-0.0358741467464654,-0.012998986302375632,0.01307590147948738,0.016984096850620294,0.04579013591027186,0.019815401486218565,-0.035117226396942786,-0.026859123343528107,-0.027249241347641923,-0.006297161188273834,-0.006256286512439939,0.021830652036503456,-0.013264318192342275,0.01583339477436857,-0.0025721875609058414,0.0020201615297931923,0.012913840669021385,-0.007942538488009875,0.0014328142844856277,-0.012116157427498261,0.003775747392658277,0.020088244823496682,0.022115731614655132,0.021322844698128205,0.010896838335471669,0.03484492751770906,-0.01575817264901724,-0.014327583820190611,0.00946207736909031,-0.01404222335323383,-0.014593130136041674,0.011269444609293017,0.021286835652818865,0.016995360225636948,0.024540769210642896,0.03198615716712854,0.03096707650457307,0.03398872532678397,0.09834130873584067,0.07594134953477671,0.014885621086704215,-0.02724213182995431,0.04075963709058218,0.0928559444594964,0.011672705518670484,0.015558743561933965,0.033843987056109234,0.030661418282509758,-0.00630043421496202,0.025119766436052536,0.010512292276662095,0.022706914465908983,0.027199311512260304,0.0008343041849628941,-0.03538950968492799,0.031100571782299438,0.004089187947673387,-0.004300152415164364,-0.022473268668125896
Shares Outstanding (Basic Average),0.011140734079822167,0.0022014929605804028,0.009937668239646699,0.013496650914920142,0.0330668779451451,0.035830408694725785,0.06581071219549467,0.03555557970803548,-0.004646436651148872,0.0020564543095166225,0.009064091535228965,0.018619216136834642,0.004922770218600395,0.057827748338417084,0.01538027796664614,0.026263389512035246,0.007909085303884619,0.009210543434001305,0.016563381283230233,0.007081799748156406,0.022940030177091213,0.007974412360663173,0.007388877812795339,-0.006256180451143564,0.002369251155048065,-0.00021881665902262395,0.008692653739229107,0.013785632797987167,-0.0006311416828771559,0.013092455124639512,0.022452376954642583,-0.0027824526136759897,-0.008647722869387399,0.030880535794053334,0.034143981011596956,0.027086847159916164,0.039960980833575306,0.047681221038593555,0.02534963263406251,0.010003717367681415,0.04730247256854114,0.011336765301955301,0.036665428123150726,0.013647119393037966,-0.0019950498550501132,0.04199039742464847,0.05565825063617782,0.03961139008335122,0.012846994830663098,0.0075598249060093645,0.02682287907881177,0.0196934768353169,0.056149301776313686,0.012909677122065227,0.053016516227291706,0.01993383839339079,0.017525983488558078,0.00409384537800005,0.05352401668156602,0.0005471194919611407,0.018038324203129313
Shares Outstanding (EOP),0.03020686902555451,0.03489953189308903,0.053147338241776206,0.04346038717780192,0.05773904807252495,0.034753557956322664,0.007215178643989618,0.051443447540975365,0.04896218478624075,0.031137933032376885,0.04878212847379312,0.04036035486224318,0.030277071642620206,0.05086815969942238,0.039594762791612774,0.07471951242746688,0.016901533806402625,0.03159564134981547,0.021848873467016777,0.03365872051734993,0.034018080242161366,0.04326039178879953,0.04060122143745154,0.012103947079644666,0.023353910959351264,0.03870710669421659,0.00682314098058567,0.03503272391662431,0.027370052417867698,0.04019924348650674,0.06469434663920226,0.018742631005844494,0.024080536648212084,0.03177890849615313,0.034078315143303735,0.027977021673770287,0.0429171087477534,0.06527869669834006,0.05553923673620098,0.046130378330320444,0.04703358172868635,0.024844875511588996,0.03727089871468169,0.002392329082249345,0.08660478477164502,0.041189227368198814,0.05543473012317084,0.046519081893014076,0.02471808413375382,0.023068672086932952,0.01943571510724607,0.03162275058995653,0.045795810388234146,0.006283397701996078,0.09118354320168194,0.0358260706683069,0.005600392741264837,0.020635754125754156,0.05199688024461638,0.0410531524235944,0.01375539179410877
Beta,0.008573795430039466,0.005494488389241998,-0.03419346401902013,-0.04039845383068116,-0.0002178312667223657,-0.009738025329848118,-0.10426808502917892,-0.009758947140611136,-0.03825056229533209,-0.052235872130288415,-0.03416915167695854,0.008814042548750874,0.005494488389241998,-0.07633564883025457,-0.04961844828263806,-0.05267781034559632,0.006200941912444062,0.012529828717767276,0.013390760733269195,0.035984087366877714,-0.029150524259985905,-0.05814774191104186,-0.05242112418344779,-0.011867818041540166,0.012548068503672252,-0.016674477936823095,-0.02081502941317075,-0.01578188929978097,-0.025777297378814644,0.02650301130901914,-0.041935082121696075,-0.037656162808672476,-0.05282524216075555,-0.036629237052163574,-0.03658703825424747,-0.03894611809738509,-0.010041236865355522,-0.044036752550223116,0.010912957982440857,0.016934904972439435,-0.04561929273900872,0.017043605895524335,-0.029038444853531294,0.06116901891960425,-0.09365883517587975,-0.07177466622235124,-0.08173610019672978,-0.07826007205051258,0.004511535926337323,-0.013363117065373546,-0.06459475656134502,-0.061108905866947415,-0.0913044955171827,-0.013157811455130359,-0.04648083864602592,-0.032238639562327684,-0.050479380051517905,-0.010969120416360747,-0.04827653665092659,0.020762579247921586,0.041626128118780914
Filing Date,-0.07758787126276367,-0.0746399207621656,-0.048481770998864776,-0.05695668809692424,-0.003120619793765869,-0.06936455213355104,0.019184524280090397,0.046256505900554766,0.027652657045225522,0.02235704115022036,0.017407598107461467,-0.09034737486876107,-0.08133632092194483,-0.02034955474365321,-0.0420560251814023,-0.01884351024625812,-0.09255207979323532,-0.0925716930766158,-0.07518950555618356,-0.048236082911002794,-0.0624566653772569,0.012964374623690888,0.015836826372368457,-0.07074161021224527,-0.06581887700289246,-0.07171736919797767,-0.006498339016203956,-0.007155923575212669,-0.07334802259843048,-0.026361293460037828,0.024931000761625216,-0.016139457050727148,-0.017471473055811336,-0.05525604939315798,-0.045471597049903584,-0.04589146013155113,0.025338179828564716,-0.018266126779536835,0.0029592661780638387,-0.0015978578326467125,0.03858962093453412,0.0476143354479716,-0.048769907662281335,-0.0025744344356677783,0.023742987013731315,-0.039302371230023704,0.02121444368833751,0.017357205796191065,-0.01282094653870582,-0.006691673040323077,0.020693572212526108,0.016611462801925065,0.061690553292143915,-0.013209561423061811,-0.012298929745654656,-0.03210585884879684,0.004081522734505236,0.011633338146275424,-0.02341464740375994,-0.036243157274683205,-0.005320076153381134
Restated Filing Date,-0.10038133639686889,-0.0928756601030392,-0.06065842677865881,-0.05735738611832342,0.003149963879660374,-0.09126218803638743,0.005845703383708273,0.04126448604947371,0.03619141996048255,0.008178134608733947,0.011728879324263964,-0.10363431663535508,-0.10088835933438814,-0.012858471804398263,-0.05302220097978587,-0.019689408729066736,-0.08996963871725638,-0.09163909170442543,-0.08343083030230525,-0.03563598236853088,-0.03279708444313246,0.013491614024783364,0.012033797443080477,-0.08039470039985051,-0.05243992889207977,-0.06070753579826505,-0.0067391767030542315,-0.0006650426843733707,-0.054253240350049164,-0.024267508153485905,0.014873483087957646,-0.035871621257742126,-0.03526178312669335,-0.04235954362988159,-0.030166568674263657,-0.030545458013798394,-0.012569569182515235,-0.04339239120061175,0.001235801049763085,-0.012888764743483909,0.03196409810442754,0.03458881472672782,-0.051543980712131926,-0.018416489757515656,0.0037297308424019842,-0.052530976139259604,0.006045870239626361,0.00633608159439073,-0.00896778028799084,-0.008593187533769817,0.01483469170631578,0.0169413613265987,0.05807352571172853,-0.008344038375614064,-0.03011738355328969,-0.029337337263725304,0.0065698455329461026,0.013575470237309345,-0.009023766094029379,-0.038677134530043684,-0.01776772916109086
Earnings Release Date,0.057063943334890906,0.059269970499758934,0.03695625349772513,0.04894054283845622,0.05860359493185194,0.15987594498350338,0.04395919194387981,0.053853354758673116,0.038850500735375514,0.0625005439704317,0.03668123154667452,0.05951480214333957,0.05395854163703374,0.06898424800928726,0.04756107902370128,0.06047243096907243,0.1519199354417249,0.1484737633957275,0.15648952298261481,0.05818671089691848,0.09774338163556058,0.047103720132576105,0.05332811113800239,0.10237201530603107,0.113203235900309,0.11816846851741075,0.1503770835434578,0.06391081223789573,0.1022865692615959,0.06724832156538821,0.06474439749227917,0.05479309482331386,0.07175098965374979,0.08545431008922283,0.09655992327020822,0.09603607151066869,0.08522019525730778,0.0893883423460213,0.05729605698134743,0.0562404054274903,0.05609595608437162,0.035074949807910615,0.11763746223895283,0.026199472781655093,0.08396524917508603,0.05552453586098902,0.06102160079700401,0.061898252822595666,0.059200802498169766,0.06345129847859794,0.03657900555282702,0.07716186189503023,0.059477425251455836,0.040462930036202875,0.09670807798694589,0.050382626724840014,0.036252094262829646,0.17231716720595217,0.06487186134759054,0.0812048773084276,0.048445576567860645
Number of Shareholders,-0.02784051025591715,-0.018507290835410087,0.057615609892206134,0.11153049912274769,0.015151203689833677,0.0016359087118618886,0.019699525889548434,0.015101995936679064,0.07945096004239965,0.12552634462738246,0.09703483944118192,-0.00860169584578057,-0.016519813293103952,0.08217719550271775,0.11298217598984021,-0.026933046600790787,-0.03323175863066771,-0.021189591435677033,-0.006550195898466364,-0.0004354430736584775,0.0027729119557759955,0.08311310718936384,0.06458761144170579,0.02311715836569287,0.040161525176190385,0.022768204601864486,0.01662500260136968,0.0263622633298451,0.005520339157070122,-0.035335354536963355,-0.016598015548491458,0.05908468264213652,0.06305358081942782,0.026197889133431313,0.026333943384238556,0.03086109205789603,0.0024725480959152503,0.18089746793650102,-0.011837067036665221,-0.058557428699779084,-0.0022026276168388517,0.017366479396600402,0.016147228082920125,0.05375108695571306,0.07996437003156644,0.11182295178852619,-0.031451147665140566,-0.04130874845416652,0.03650889570527057,0.04505588006877155,-0.00938859465401988,0.11305986958429805,0.06988358299001095,0.0740442161298507,0.1544755754799556,0.10253280921072369,0.1197321988162018,-0.01862394023627312,0.08933360379866806,0.02930803233406756,-0.01661235181808521
Number of Employees,0.0345131696742819,0.029258946344800144,0.026096451369316015,0.036163476530509296,0.023065001704851158,0.04178338732267718,0.01630371508810166,0.04919710037292722,0.05928969404014233,0.036988265558356104,0.025064311751509808,0.03535899530625507,0.028941701943977504,0.03592919811020381,0.02050918625229961,0.04473857353249389,-0.001636324013615022,-0.005239986619662683,-0.011492893365622814,-0.0031468403365772423,-0.028013791613315332,0.026799868157324575,0.03401980328815613,-0.007220893440083185,0.009886616401115227,0.00431698998233475,0.012075597922621688,0.008579622387980585,0.0012449091095354731,0.0214244340454256,0.06478418115920596,0.024250893827957493,0.005955718573798667,0.02227271666266622,0.01784422786471143,-0.00045969947798297486,0.027930649718978056,0.060957352280082394,0.010424171531470343,0.013947224026498143,0.045235011217080415,0.03275659308159253,0.04692152033627467,0.02341779748421123,0.13218756370867443,0.08258155537176616,0.056432270221407135,0.047298861123518776,0.030975852400613558,0.030395100787313983,0.05118300638519569,0.022118766632571493,0.03270026295934273,-0.016211665843866883,0.053942533659953475,0.040981509638459444,-0.021628236668898244,0.023939452377404084,0.030721343220771743,0.02837182592775667,-0.006438776910582403
Price (CN¥),0.013151324795564693,0.0019995553744289337,0.020308644180445125,0.027757885130878165,-0.001352162255745185,0.05562801795180629,-0.016303762893827727,-0.006832727023218195,0.02173785978105956,-0.005634864083802469,0.018331416490217467,0.013890314763292033,0.0031407385210615525,0.014359981312597213,0.019446737310457717,0.02344325563624928,0.049675642362325294,0.05242218261581744,0.059730936743526676,-0.008063038860036299,0.1343260288018339,0.01811654412339585,0.01835156405446027,0.03622254471804026,0.03489967749291108,0.03620386670416456,0.0015549624457995817,0.028972609947033805,0.11997558152994373,0.01613319730558872,0.04202792993769879,0.024153641034302367,0.03389585768064264,0.1235195442886967,0.10856488503645494,0.12099851792862948,0.015302933948100977,-0.010111736765198293,-0.02984427322512004,-0.045268634334214394,-0.02029564987201131,-0.014828917496678605,0.13803960471167107,-0.010348019277221485,-0.026667907961358112,-0.007877814905478956,0.013369625626314371,-0.0012791447058128351,0.0476212424070237,0.045556266302271546,0.0576447661314757,0.016734802291445403,0.01449446443570825,0.012043073990888912,-0.013564467217437601,0.01939436858605161,-0.014717401225543245,0.04551903561821792,0.01744954804923351,0.16391580592214838,-0.017596302413402983
Market Cap (CN¥ Million),-0.03816410784117952,-0.02924433057521977,-0.029582821679000795,-0.026646071274840546,0.030334057637640563,0.026959075579747593,-0.026304534460223537,-0.018234641016492664,-0.03421518271053505,-0.0728200602019096,-0.020475032556826034,-0.03656112750540277,-0.031186651328551907,-0.04945673300441393,-0.02667006679169069,-0.039465051245779724,0.020475689759189845,0.02007514678265644,0.011089764610375811,0.05335069459355056,0.03871924610366787,-0.041285722045338626,-0.049759308188438905,0.018302309905751032,0.02562647358268349,0.02114173266405479,0.035714810792910785,0.015392828890340052,0.06700856439005476,-0.03017997992473367,-0.04918424526056933,-0.0606568256697199,-0.05194815535748962,0.04203935450662909,0.013022429421979235,0.023754618582098985,-0.010507315119701805,0.007779324266487512,0.012338375749459604,0.009449482024423014,-0.020635865261336626,-0.01794060683547919,0.06053160689236716,-0.04142406680247528,-0.014791706037026911,-0.023132293361447422,-0.04284116246503334,-0.044430380788028134,0.02797853169769995,0.01750977827166872,-0.029903930726445184,-0.04144808925622266,-0.04613748333094231,0.021611289584902518,0.012145934723999224,-0.04373743715980821,-0.03246935855778661,-0.009235767548435959,-0.041145863781054205,0.07775054117933919,-0.031218465775455062
